survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
0,1,0,-1.8896796462588747,1,2,2.6079199104900606,2,First,0,False,C,Southampton,no,False,4
1,1,1,,0,0,-0.07199787863591844,2,First,1,True,C,Southampton,yes,True,1
1,1,0,1.3649574249387395,0,1,4.732610981590032,0,First,0,False,B,Cherbourg,yes,False,2
1,3,1,,2,0,-0.23250513985990312,1,Third,1,True,,Queenstown,yes,False,3
0,3,1,-0.736995683543053,0,0,-0.747235322405785,2,Third,1,True,,Southampton,no,True,1
1,2,0,,0,0,-0.4738195050104456,1,Second,0,False,E,Queenstown,yes,True,1
1,1,1,-1.9629089803608208,1,2,2.6079199104900606,2,First,0,False,C,Southampton,yes,False,4
1,1,0,,0,0,1.7076025808324857,0,First,0,False,,Cherbourg,yes,True,1
1,1,0,-0.8726055615096202,1,0,1.6636944358413783,0,First,0,False,C,Cherbourg,yes,False,2
0,2,1,0.00885864527306696,1,0,-0.2159009404229392,0,Second,1,True,,Cherbourg,no,False,2
1,1,0,0.00885864527306696,0,0,0.5131163983766245,0,First,0,False,E,Cherbourg,yes,True,1
1,1,0,-0.3979709886266348,0,0,1.0938006749793854,0,First,0,False,C,Cherbourg,yes,True,1
1,1,0,-0.8048006225263366,2,2,5.061467113958765,0,First,0,False,B,Cherbourg,yes,False,5
0,2,0,-0.26236111066006756,1,1,-0.17162307525770204,2,Second,0,False,,Southampton,no,False,3
0,2,1,0.8903228520557541,1,1,-0.1660883421120474,2,Second,1,True,,Southampton,no,False,3
1,3,0,-0.26236111066006756,0,0,-0.5733517181153822,2,Third,0,False,,Southampton,yes,True,1
1,2,0,-0.3979709886266348,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
0,2,1,1.6361771808718741,0,0,-0.437290266249125,2,Second,1,True,,Southampton,no,True,1
1,1,0,0.07666358425635059,0,2,2.9027374340130176,2,First,0,False,C,Southampton,yes,False,3
1,1,0,0.6869080351059033,1,1,2.2304511099564137,0,First,0,False,E,Cherbourg,yes,False,3
0,3,1,-0.19455617167678393,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
1,2,0,0.00885864527306696,0,0,-0.4738195050104456,1,Second,0,False,,Queenstown,yes,True,1
1,2,0,-0.533580866593202,1,1,-0.1052062775098463,2,Second,0,False,,Southampton,yes,False,3
1,1,0,0.41568827917276874,0,0,2.255541162252295,0,First,0,False,C,Cherbourg,yes,True,1
0,3,1,2.1108117537548594,0,0,-0.6091437304217017,2,Third,1,True,,Southampton,no,True,1
1,2,0,0.41568827917276874,0,0,-0.45942919883174355,2,Second,0,False,D,Southampton,yes,True,1
1,3,0,0.07666358425635059,1,1,-0.2928337311475388,2,Third,0,False,,Southampton,yes,False,3
1,1,0,-0.9404105004929039,0,1,0.536362277588374,0,First,0,False,B,Cherbourg,yes,False,2
1,3,0,,2,0,-0.23250513985990312,1,Third,0,False,,Queenstown,yes,False,3
0,1,1,1.0598351995139632,0,0,-0.11627574380115559,2,First,1,True,C,Southampton,no,True,1
0,1,1,0.5512981571393359,0,1,2.6502606190543188,2,First,1,True,C,Southampton,no,False,2
0,3,1,-0.9404105004929039,2,0,-0.34873453591865067,2,Third,1,True,,Southampton,no,False,3
1,1,0,,1,0,2.211633017261188,2,First,0,False,,Southampton,yes,False,2
0,1,1,-0.05894629371021667,1,0,0.7272175875966121,2,First,1,True,C,Southampton,no,False,2
1,1,0,0.7547129740891869,0,0,2.2304511099564137,0,First,0,False,E,Cherbourg,yes,True,1
1,3,1,1.0259327300223213,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,yes,True,1
0,1,1,1.0259327300223213,0,0,0.038696784277174455,2,First,1,True,,Southampton,no,True,1
1,2,1,-1.8896796462588747,1,1,-0.17162307525770204,2,Second,0,False,F,Southampton,yes,False,3
1,1,0,-0.3979709886266348,3,2,5.061467113958765,2,First,0,False,C,Southampton,yes,False,6
0,2,1,-0.1267512326935003,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
0,2,1,0.41568827917276874,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
1,2,0,-0.3979709886266348,0,0,-0.45942919883174355,2,Second,0,False,F,Southampton,yes,True,1
1,2,0,0.6869080351059033,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
1,3,0,,1,0,-0.3907985078256259,2,Third,0,False,,Southampton,yes,False,2
1,3,1,-1.821874707275591,1,1,-0.39522629434214973,2,Third,0,False,,Southampton,yes,False,3
0,3,1,0.8225179130724705,0,0,-0.5554568189088516,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.4657759276099184,0,0,-0.5430036693311286,2,Third,1,True,,Southampton,no,True,1
0,1,1,,0,0,0.027627317985865166,2,First,1,True,C,Southampton,no,True,1
0,3,1,-1.0082154394761875,1,1,-0.5871885509795188,0,Third,0,False,,Cherbourg,no,False,3
0,3,1,-0.33016604964335117,1,0,-0.35316232243517437,2,Third,1,True,,Southampton,no,False,2
1,1,0,-0.533580866593202,0,1,0.4704059696382367,2,First,0,False,E,Southampton,yes,False,2
0,2,0,0.5512981571393359,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,no,True,1
0,3,1,0.6869080351059033,1,4,-0.12955910335072676,2,Third,1,True,,Southampton,no,False,6
0,2,1,-0.05894629371021667,1,0,-0.13352640006953198,0,Second,1,True,,Cherbourg,no,False,2
0,3,0,1.0259327300223213,0,1,-0.4272347630700996,0,Third,0,False,,Cherbourg,no,False,2
0,3,1,0.34788334018948514,0,0,-0.5911558476983241,2,Third,1,True,,Southampton,no,True,1
0,3,1,0.00885864527306696,0,0,-0.5867280611818004,2,Third,1,True,,Southampton,no,True,1
1,1,0,2.0430068147715756,1,0,0.918719354436263,0,First,0,False,D,Cherbourg,yes,False,2
1,3,0,,0,0,-0.5871885509795188,0,Third,0,False,,Cherbourg,yes,True,1
1,1,0,-0.3979709886266348,0,0,0.7869927055696824,0,First,0,False,B,Cherbourg,yes,True,1
1,1,1,-0.33016604964335117,1,0,0.4801847361599793,0,First,1,True,E,Cherbourg,yes,False,2
0,3,1,-0.8048006225263366,1,0,-0.6034252441356114,2,Third,1,True,,Southampton,no,False,2
0,3,1,-0.736995683543053,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
0,1,1,-0.533580866593202,0,0,2.255541162252295,0,First,1,True,,Cherbourg,no,True,1
0,3,0,-1.821874707275591,3,1,-0.28065731822709855,2,Third,0,False,,Southampton,no,False,5
1,1,0,,1,0,1.0719384790540496,0,First,0,False,,Cherbourg,yes,False,2
1,3,0,-0.533580866593202,0,0,-0.5867280611818004,2,Third,0,False,,Southampton,yes,True,1
0,1,1,-0.19455617167678393,0,2,3.935148918818044,0,First,1,True,C,Cherbourg,no,False,3
0,3,1,-0.6691907445597693,0,0,-0.658402855418028,0,Third,1,True,,Cherbourg,no,True,1
0,3,1,-0.736995683543053,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
1,1,0,0.8225179130724705,0,0,4.289925313454507,0,First,0,False,,Cherbourg,yes,True,1
1,3,0,-1.9574845852421583,0,2,-0.3987308873699782,0,Third,0,False,,Cherbourg,yes,False,3
0,3,1,0.14446852323963422,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,no,True,1
1,1,0,0.34788334018948514,1,0,0.40398917189038097,2,First,0,False,,Southampton,yes,False,2
0,2,1,-0.8048006225263366,0,0,0.8799762224166804,2,Second,1,True,,Southampton,no,True,1
0,3,1,-1.9574845852421583,5,2,0.2910806157190262,2,Third,0,False,,Southampton,no,False,8
1,2,0,0.41568827917276874,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
0,3,1,,0,0,-0.5761190846882096,1,Third,1,True,,Queenstown,no,True,1
1,2,0,-0.8726055615096202,0,0,-0.4815681314143621,0,Second,0,False,,Cherbourg,yes,True,1
1,1,1,0.41568827917276874,1,2,1.9094365875084442,2,First,1,True,B,Southampton,yes,False,4
1,3,1,-0.6013858055764857,0,0,-0.5746446317782071,2,Third,1,True,,Southampton,yes,True,1
0,3,1,-0.1267512326935003,2,0,-0.5717842816885328,2,Third,1,True,,Southampton,no,False,3
1,1,0,-0.4657759276099184,1,0,1.7605522658903345,0,First,0,False,D,Cherbourg,yes,False,2
1,3,0,-0.3979709886266348,0,2,-0.3775151482760548,2,Third,0,False,G,Southampton,yes,False,3
0,3,1,-0.533580866593202,0,0,-0.5746446317782071,2,Third,1,True,,Southampton,no,True,1
0,3,0,0.07666358425635059,0,0,-0.5733517181153822,2,Third,0,False,,Southampton,no,True,1
0,2,1,1.093737669005605,0,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,True,1
0,2,1,-0.4657759276099184,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
1,2,0,-0.1267512326935003,0,0,-0.4671778252356601,2,Second,0,False,,Southampton,yes,True,1
1,3,1,0.6191030961226196,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,yes,True,1
0,3,1,-0.26236111066006756,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
0,3,0,-0.6013858055764857,1,0,-0.5297203097815576,2,Third,0,False,,Southampton,no,False,2
0,3,1,-0.1267512326935003,1,0,-0.3963332409712806,2,Third,1,True,,Southampton,no,False,2
0,3,0,-0.6691907445597693,0,0,-0.5554568189088516,2,Third,0,False,,Southampton,no,True,1
0,2,1,0.2800784012062015,1,0,-0.2823177381707949,2,Second,1,True,,Southampton,no,False,2
0,3,1,1.4327623639220233,0,0,-0.5756585948904911,2,Third,1,True,,Southampton,no,True,1
1,2,1,-1.821874707275591,1,1,-0.3321303364816867,2,Second,0,False,,Southampton,yes,False,3
0,3,1,-0.6013858055764857,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
0,3,1,,0,0,-0.5953998810744121,1,Third,1,True,,Queenstown,no,True,1
1,1,0,0.21227346222291785,1,0,1.2452686100298869,1,First,0,False,C,Queenstown,yes,False,2
1,3,1,0.9581277910390378,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,yes,True,1
0,3,0,,0,0,-0.5690169151157055,2,Third,0,False,,Southampton,no,True,1
1,2,0,0.2800784012062015,1,1,-0.02772001347068128,2,Second,0,False,,Southampton,yes,False,3
1,2,0,-0.8048006225263366,0,2,-0.45942919883174355,2,Second,0,False,,Southampton,yes,False,3
0,3,0,-1.3472401343926057,0,2,-0.21258010053554643,2,Third,0,False,,Southampton,no,False,3
0,3,1,-0.6013858055764857,0,0,-0.5760283150646208,1,Third,1,True,,Queenstown,no,True,1
0,3,1,-0.05894629371021667,0,0,-0.5728912283176638,2,Third,1,True,,Southampton,no,True,1
0,3,0,-0.1267512326935003,1,1,-0.4284346932160776,2,Third,0,False,,Southampton,no,False,3
0,3,1,-0.8048006225263366,1,1,-0.2997521475796071,2,Third,1,True,,Southampton,no,False,3
1,2,0,-0.1267512326935003,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
1,2,0,-0.736995683543053,0,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,True,1
1,3,1,0.14446852323963422,0,0,-0.5690169151157055,2,Third,1,True,E,Southampton,yes,True,1
1,1,1,-0.1267512326935003,0,0,-0.15944666233726182,2,First,1,True,C,Southampton,yes,True,1
1,2,0,0.8225179130724705,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
0,3,1,-0.8726055615096202,0,0,-0.5894954277546277,2,Third,1,True,,Southampton,no,True,1
0,1,1,1.3649574249387395,1,0,0.4903310089625934,2,First,1,True,E,Southampton,no,False,2
1,1,0,-1.076020378459471,1,2,1.9094365875084442,2,First,0,False,B,Southampton,yes,False,4
0,3,0,-0.6013858055764857,2,2,0.013790485121728554,2,Third,0,False,,Southampton,no,False,5
1,2,0,-0.3979709886266348,2,3,-0.3321303364816867,2,Second,0,False,,Southampton,yes,False,6
0,1,1,2.3142265707047103,1,4,5.061467113958765,2,First,1,True,C,Southampton,no,False,6
0,2,1,0.07666358425635059,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
1,2,0,1.0259327300223213,1,1,-0.1660883421120474,2,Second,0,False,,Southampton,yes,False,3
0,3,1,-0.6691907445597693,0,0,-0.5369154628709086,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.33016604964335117,1,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,False,2
1,2,0,-0.1267512326935003,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
1,3,1,,0,0,-0.5676332318292918,2,Third,1,True,,Southampton,yes,True,1
1,1,1,-1.7540697682923074,0,2,1.0650200626219812,2,First,0,False,A,Southampton,yes,False,3
1,2,0,-1.1438253174427548,0,1,-0.3155261370447228,2,Second,0,False,,Southampton,yes,False,2
1,1,1,0.2800784012062015,0,0,-0.15944666233726182,2,First,1,True,,Southampton,yes,True,1
1,3,0,-1.6862648293090239,2,1,-0.32087711704994176,0,Third,0,False,,Cherbourg,yes,False,4
1,1,1,1.5005673029053068,0,0,-0.07199787863591844,2,First,1,True,C,Southampton,yes,True,1
0,2,1,0.41568827917276874,1,2,-0.13287994323811952,2,Second,1,True,,Southampton,no,False,4
0,3,1,,1,0,-0.3051938972084147,2,Third,1,True,,Southampton,no,False,2
0,1,1,0.00885864527306696,0,0,-0.13287994323811952,0,First,1,True,C,Cherbourg,no,True,1
1,1,1,1.297152485955456,1,0,1.2254365542223773,0,First,1,True,C,Cherbourg,yes,False,2
1,3,1,-0.05894629371021667,0,0,-0.5724307385199453,0,Third,1,True,,Cherbourg,yes,True,1
0,1,1,2.3820315096879936,0,0,-0.15944666233726182,2,First,1,True,E,Southampton,no,True,1
1,1,0,,1,0,0.40094506866027085,2,First,0,False,D,Southampton,yes,False,2
1,2,0,1.3649574249387395,0,0,-0.51477653028829,2,Second,0,False,,Southampton,yes,True,1
1,1,1,1.2293475469721722,0,0,-0.15944666233726182,2,First,1,True,E,Southampton,yes,True,1
0,3,1,0.2800784012062015,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
0,1,1,1.1615426079888886,0,0,0.10511358202503018,2,First,1,True,E,Southampton,no,True,1
0,2,1,1.2293475469721722,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
0,3,1,0.5512981571393359,0,0,-0.5911558476983241,2,Third,1,True,,Southampton,no,True,1
0,1,1,1.7717870588384412,0,0,-0.15944666233726182,2,First,1,True,,Southampton,no,True,1
0,3,1,,0,0,-0.5762120682050565,1,Third,1,True,,Queenstown,no,True,1
1,3,0,-1.9744358199879792,2,1,-0.32087711704994176,0,Third,0,False,,Cherbourg,yes,False,4
0,3,1,0.5512981571393359,0,0,-0.5554568189088516,2,Third,1,True,,Southampton,no,True,1
1,2,0,0.21227346222291785,1,2,-0.13287994323811952,2,Second,0,False,,Southampton,yes,False,4
1,2,0,-0.4657759276099184,0,0,-0.44190180590608447,0,Second,0,False,D,Cherbourg,yes,True,1
0,3,0,-0.533580866593202,0,0,-0.5294435731242748,2,Third,0,False,,Southampton,no,True,1
0,1,1,,0,0,0.40398917189038097,2,First,1,True,A,Southampton,no,True,1
0,3,1,-0.05894629371021667,1,0,-0.5912488312151711,2,Third,1,True,,Southampton,no,False,2
0,3,1,-0.533580866593202,0,0,-0.5807328382384273,2,Third,1,True,,Southampton,no,True,1
1,3,0,-1.8896796462588747,0,1,-0.47520318829685926,2,Third,0,False,,Southampton,yes,False,2
0,3,1,-1.4150450733758893,5,2,0.2910806157190262,2,Third,0,False,,Southampton,no,False,8
0,3,1,1.3649574249387395,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
1,3,0,2.2464216317214265,0,0,-0.5349783062699295,2,Third,0,False,,Southampton,yes,True,1
1,1,1,-0.33016604964335117,1,0,1.2691609460730489,0,First,1,True,B,Cherbourg,yes,False,2
1,1,0,0.34788334018948514,1,0,1.2452686100298869,2,First,0,False,C,Southampton,yes,False,2
0,1,1,1.9073969368050085,0,0,-0.08970902470201332,0,First,1,True,B,Cherbourg,no,True,1
1,3,1,-1.4150450733758893,1,1,-0.39522629434214973,2,Third,0,False,,Southampton,yes,False,3
0,3,1,-0.6013858055764857,0,0,-0.5867280611818004,2,Third,1,True,,Southampton,no,True,1
0,1,1,1.7039821198551577,0,0,-0.07199787863591844,2,First,1,True,C,Southampton,no,True,1
0,1,1,2.7888611435876953,0,0,0.3487348239506815,0,First,1,True,,Cherbourg,no,True,1
0,3,1,,0,0,-0.4271439934465109,0,Third,1,True,,Cherbourg,no,True,1
1,1,0,1.6361771808718741,1,0,0.9855058723582484,0,First,0,False,D,Cherbourg,yes,False,2
0,3,1,,0,0,-0.41293744040824454,2,Third,1,True,,Southampton,no,True,1
0,1,0,-0.33016604964335117,1,2,2.6079199104900606,2,First,0,False,C,Southampton,no,False,4
0,3,1,-0.3979709886266348,0,0,-0.5746446317782071,2,Third,1,True,,Southampton,no,True,1
0,3,0,-0.6013858055764857,0,0,-0.5756585948904911,1,Third,0,False,,Queenstown,no,True,1
0,3,0,,0,0,-0.5783329779464714,1,Third,0,False,,Queenstown,no,True,1
0,3,0,0.4834932181560524,0,0,-0.5349783062699295,2,Third,0,False,,Southampton,no,True,1
1,1,0,-0.9404105004929039,0,0,1.167782345990722,2,First,0,False,B,Southampton,yes,True,1
0,1,1,-0.8048006225263366,1,0,1.6636944358413783,0,First,1,True,C,Cherbourg,no,False,2
1,2,0,0.21227346222291785,0,2,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,3
1,1,1,,0,0,-0.15944666233726182,2,First,1,True,,Southampton,yes,True,1
0,3,1,-0.1267512326935003,0,0,-0.24855586598230164,2,Third,1,True,,Southampton,no,True,1
1,3,1,-0.26236111066006756,0,0,0.5035213849953176,2,Third,1,True,,Southampton,yes,True,1
1,3,1,-0.05894629371021667,0,0,-0.5756585948904911,1,Third,1,True,,Queenstown,yes,True,1
1,1,1,0.41568827917276874,0,0,-0.16525813214019916,2,First,1,True,E,Southampton,yes,True,1
1,1,0,1.6361771808718741,1,0,0.5678172730017584,0,First,0,False,,Cherbourg,yes,False,2
0,3,1,-0.3979709886266348,0,0,-0.5812863115529927,2,Third,1,True,,Southampton,no,True,1
0,1,1,1.1615426079888886,0,0,0.0059488752009650816,2,First,1,True,D,Southampton,no,True,1
1,2,0,0.2800784012062015,0,0,-0.51477653028829,2,Second,0,False,F,Southampton,yes,True,1
0,3,1,,0,0,-0.21258010053554643,1,Third,1,True,,Queenstown,no,True,1
1,2,0,0.41568827917276874,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
0,3,1,0.14446852323963422,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
1,1,0,0.00885864527306696,0,0,1.322754874069052,2,First,0,False,B,Southampton,yes,True,1
1,1,0,0.9581277910390378,0,1,0.536362277588374,0,First,0,False,B,Cherbourg,yes,False,2
0,3,1,,0,0,-0.5871885509795188,0,Third,1,True,,Cherbourg,no,True,1
0,3,1,0.720810504597545,0,0,-0.5756585948904911,1,Third,1,True,,Queenstown,no,True,1
0,1,1,,0,0,4.162719434621297,2,First,1,True,C,Southampton,no,True,1
0,3,1,0.6191030961226196,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,no,True,1
0,2,1,-0.4657759276099184,2,1,-0.49263759770567145,2,Second,1,True,,Southampton,no,False,4
1,2,0,-1.8896796462588747,1,1,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,3
0,3,1,-0.8726055615096202,1,1,-0.5871885509795188,0,Third,1,True,,Cherbourg,no,False,3
1,3,0,,0,2,-0.25224642604382413,0,Third,0,False,,Cherbourg,yes,False,3
0,3,0,0.00885864527306696,0,0,-0.5554568189088516,2,Third,0,False,,Southampton,no,True,1
1,2,0,-1.5506549513424566,0,2,-0.1660883421120474,2,Second,0,False,,Southampton,yes,False,3
0,1,1,1.0259327300223213,0,0,-0.15944666233726182,2,First,1,True,B,Southampton,no,True,1
1,1,0,0.00885864527306696,0,0,1.608900577699397,0,First,0,False,,Cherbourg,yes,True,1
0,3,1,,0,0,-0.4262207999578157,2,Third,1,True,,Southampton,no,True,1
1,1,0,-0.533580866593202,0,2,0.34864184043383456,0,First,0,False,B,Cherbourg,yes,False,3
1,1,0,0.41568827917276874,0,2,0.824628890960134,2,First,0,False,B,Southampton,yes,False,3
0,3,0,-1.4150450733758893,4,2,-0.05484020588438907,2,Third,0,False,,Southampton,no,False,7
0,3,0,-1.279435195409322,4,2,-0.05484020588438907,2,Third,0,False,,Southampton,no,False,7
1,2,1,0.14446852323963422,1,0,-0.17162307525770204,2,Second,1,True,,Southampton,yes,False,2
0,1,1,1.3649574249387395,1,0,1.608900577699397,0,First,1,True,C,Cherbourg,no,False,2
0,1,1,2.3142265707047103,0,0,-0.17162307525770204,2,First,1,True,,Southampton,no,True,1
1,2,0,-0.736995683543053,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
1,2,1,,0,0,-0.44033436947923504,0,Second,1,True,,Cherbourg,yes,True,1
0,3,1,0.21227346222291785,1,1,-0.2928337311475388,2,Third,1,True,,Southampton,no,False,3
1,2,1,-1.4828500123591728,1,1,0.06637045000544768,2,Second,0,False,,Southampton,yes,False,3
1,1,1,-0.8726055615096202,0,2,1.7076025808324857,0,First,1,True,C,Cherbourg,yes,False,3
0,2,1,-0.19455617167678393,0,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,True,1
0,3,1,,0,0,-0.5739051914299477,1,Third,1,True,,Queenstown,no,True,1
1,3,1,-0.533580866593202,0,0,-0.5872815344963658,0,Third,1,True,,Cherbourg,yes,True,1
1,3,0,-0.533580866593202,0,0,-0.5751051215759256,2,Third,0,False,,Southampton,yes,True,1
0,1,1,2.1786166927381427,0,0,-0.15944666233726182,2,First,1,True,,Southampton,no,True,1
1,1,0,1.2293475469721722,1,0,0.12946640786591065,0,First,0,False,A,Cherbourg,yes,False,2
0,1,1,,0,0,4.289925313454507,0,First,1,True,,Cherbourg,no,True,1
1,1,0,0.6191030961226196,1,1,1.0161306577997848,2,First,0,False,E,Southampton,yes,False,3
1,3,0,0.41568827917276874,1,0,-0.36201789546822183,2,Third,0,False,,Southampton,yes,False,2
0,3,1,0.6869080351059033,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
0,2,1,-0.1267512326935003,0,0,-0.44835973254043426,2,Second,1,True,,Southampton,no,True,1
0,3,1,-0.3979709886266348,2,0,-0.21258010053554643,2,Third,1,True,,Southampton,no,False,3
0,3,1,-0.736995683543053,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
0,3,0,-0.05894629371021667,0,4,-0.28065731822709855,2,Third,0,False,,Southampton,no,False,5
1,3,1,0.14446852323963422,0,0,-0.5733517181153822,2,Third,1,True,,Southampton,yes,True,1
1,2,1,2.1786166927381427,0,0,-0.51477653028829,2,Second,1,True,,Southampton,yes,True,1
1,1,0,1.5683722418885904,2,0,0.39245921580135323,2,First,0,False,C,Southampton,yes,False,3
1,1,1,0.41568827917276874,0,0,-0.16304423888193736,2,First,1,True,E,Southampton,yes,True,1
0,3,1,-0.9404105004929039,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.736995683543053,0,0,-0.4262207999578157,2,Third,1,True,,Southampton,no,True,1
1,2,0,0.2800784012062015,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
1,1,0,0.6191030961226196,1,0,0.4903310089625934,2,First,0,False,E,Southampton,yes,False,2
0,3,0,,1,0,-0.4271439934465109,0,Third,0,False,,Cherbourg,no,False,2
1,3,1,0.14446852323963422,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,yes,True,1
1,2,0,-0.33016604964335117,1,1,-0.08306734492722773,2,Second,0,False,,Southampton,yes,False,3
1,1,0,0.6191030961226196,1,1,1.7076025808324857,0,First,0,False,C,Cherbourg,yes,False,3
0,2,1,1.6361771808718741,0,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,True,1
0,1,1,0.41568827917276874,0,0,0.1410893474717854,0,First,1,True,A,Cherbourg,no,True,1
0,3,1,,0,0,-0.5543498722797208,0,Third,1,True,,Cherbourg,no,True,1
1,1,0,-0.8048006225263366,0,2,1.0161306577997848,2,First,0,False,E,Southampton,yes,False,3
0,2,1,1.1615426079888886,0,0,-0.4151513336665064,2,Second,1,True,,Southampton,no,True,1
1,1,1,2.0430068147715756,1,1,1.0061681381376064,0,First,1,True,B,Cherbourg,yes,False,3
0,3,1,0.34788334018948514,0,0,-0.5894954277546277,2,Third,1,True,,Southampton,no,True,1
1,1,0,1.5005673029053068,1,0,0.9855058723582484,0,First,0,False,D,Cherbourg,yes,False,2
0,3,1,1.1615426079888886,0,0,-0.5867280611818004,2,Third,1,True,,Southampton,no,True,1
0,3,0,,0,2,-0.5756585948904911,1,Third,0,False,,Queenstown,no,False,3
0,2,1,0.4834932181560524,1,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,False,2
0,3,1,0.41568827917276874,1,1,-0.21258010053554643,2,Third,1,True,,Southampton,no,False,3
1,2,0,,0,0,-0.01665054717937199,2,Second,0,False,,Southampton,yes,True,1
0,3,1,1.297152485955456,0,0,-0.747235322405785,2,Third,1,True,,Southampton,no,True,1
1,1,1,1.297152485955456,1,0,0.5131163983766245,0,First,1,True,A,Cherbourg,yes,False,2
1,2,0,-0.3979709886266348,2,1,-0.14948414267508345,2,Second,0,False,,Southampton,yes,False,4
0,1,1,,0,0,0.19145541909724262,2,First,1,True,,Southampton,no,True,1
0,3,1,0.9581277910390378,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
1,1,1,0.34788334018948514,0,0,-0.15944666233726182,0,First,1,True,,Cherbourg,yes,True,1
0,3,1,0.41568827917276874,1,0,-0.40297492074606617,2,Third,1,True,,Southampton,no,False,2
0,3,1,0.00885864527306696,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
1,1,1,-0.19455617167678393,0,0,-0.07199787863591844,2,First,1,True,,Southampton,yes,True,1
1,2,0,-0.533580866593202,1,2,0.17328378323342933,0,Second,0,False,,Cherbourg,yes,False,4
1,1,0,0.6869080351059033,0,0,2.6502606190543188,2,First,0,False,C,Southampton,yes,True,1
0,3,0,0.6191030961226196,1,5,-0.05484020588438907,2,Third,0,False,,Southampton,no,False,7
0,3,1,,0,0,-0.5911558476983241,2,Third,1,True,,Southampton,no,True,1
1,2,0,-0.3979709886266348,1,2,0.6917952954644225,2,Second,0,False,,Southampton,yes,False,4
0,3,1,0.2800784012062015,1,1,-0.4284346932160776,2,Third,1,True,,Southampton,no,False,3
0,3,0,-0.26236111066006756,1,0,-0.3907985078256259,2,Third,0,False,,Southampton,no,False,2
1,2,0,-1.7540697682923074,2,1,0.11618304831633948,2,Second,0,False,F,Southampton,yes,False,4
0,2,1,-0.26236111066006756,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
0,3,1,-0.19455617167678393,1,0,-0.4272347630700996,0,Third,1,True,,Cherbourg,no,False,2
1,1,1,0.8225179130724705,1,0,0.4162585683276682,2,First,1,True,D,Southampton,yes,False,2
1,3,1,-0.6691907445597693,1,1,-0.3987308873699782,0,Third,1,True,,Cherbourg,yes,False,3
0,3,1,-0.6013858055764857,0,0,-0.5733517181153822,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.6013858055764857,0,0,-0.3907985078256259,2,Third,1,True,,Southampton,no,True,1
0,1,1,2.1108117537548594,0,0,-0.03168731018948656,2,First,1,True,D,Southampton,no,True,1
0,2,1,1.839591997821725,0,0,-0.4738195050104456,1,Second,1,True,,Queenstown,no,True,1
